@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 4\nSize of the tree: 7\n','Number of leaves: 2\nSize of the tree: 3\n','Number of leaves: 3\nSize of the tree: 5\n','Number of leaves: 6\nSize of the tree: 11\n','Number of leaves: 5\nSize of the tree: 9\n','Number of leaves: 7\nSize of the tree: 13\n'}
@attribute measureOutOfBagError numeric
@attribute measureNumRules numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric

@data

feature-envy,5,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.033327,0.127171,7.493717,26.976982,38.56853,2.795988,35.772542,0.918298,0.066571,0.851727,35.665736,0.849184,3880.208816,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.998724,0.998768,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.998724,0.997592,0.97271,0.97619,0.05,0,0.03125,0,31.25,0,127561,328240,81952,100,53.571429,?,?,?,?,?
feature-envy,5,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.031743,0.12599,7.137401,26.726419,38.56853,2.75816,35.810369,0.918298,0.06567,0.852628,35.817441,0.852796,3896.713421,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.998724,0.998768,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.998724,0.997592,0.97271,0.97619,0.08,0,0.03125,0,31.25,0,59707,328240,81952,100,53.571429,?,?,?,?,?
feature-envy,5,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.027199,0.124265,6.115812,26.360609,38.56853,2.436519,36.13201,0.918298,0.058012,0.860286,36.13201,0.860286,3930.936562,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,1,1,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,1,1,0.944297,0.952381,0.076,0,0.046875,0,46.875,0,105267,328240,81952,100,52.380952,?,?,?,?,?
feature-envy,5,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.029746,0.158993,6.688465,33.727509,38.56853,15.933776,22.634754,0.918298,0.379376,0.538923,35.987135,0.856837,3915.175042,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.032,0,0.015625,0,15.625,0,161611,328240,81952,97.619048,51.190476,?,?,?,?,?
feature-envy,5,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.031816,0.145736,7.153836,30.915286,38.56853,3.180982,35.387547,0.918298,0.075738,0.842561,35.396466,0.842773,3850.913895,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.997449,0.998768,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.997449,0.997592,0.946429,0.952381,0.029,0,0.03125,0,31.25,0,140045,328240,81952,100,52.380952,?,?,?,?,?
feature-envy,5,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,37,5,0,88.095238,11.904762,0,0.736842,0.119048,0.345033,26.768104,73.192379,38.56853,5370,-5331.43147,0.918298,127.857143,-126.938845,27.728365,0.660199,3016.672549,0.892857,25,0.142857,2,0.857143,12,0.107143,3,0.925926,0.892857,0.909091,0.737865,0.875,0.898148,0.880952,0.130952,0.869048,0.119048,0.883951,0.880952,0.881923,0.737865,0.877551,0.852734,0.868339,0.880952,0.048,0.001,0.015625,0,15.625,0,56975,328240,81952,88.095238,50,?,?,?,?,?
feature-envy,5,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.055549,0.199199,12.490409,42.256405,38.56853,16.851908,21.716622,0.918298,0.401236,0.517062,33.649573,0.80118,3660.862961,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.979592,0.98682,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.979592,0.966128,0.948148,0.952381,0.05,0,0.03125,0,31.25,0,59343,328240,81952,97.619048,53.571429,?,?,?,?,?
feature-envy,5,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,37,5,0,88.095238,11.904762,0,0.716981,0.100126,0.297784,22.513563,63.169401,38.56853,46.19819,-7.62966,0.918298,1.099957,-0.181659,29.404586,0.700109,3199.03486,0.964286,27,0.285714,4,0.714286,10,0.035714,1,0.870968,0.964286,0.915254,0.727548,0.908163,0.921593,0.880952,0.202381,0.797619,0.119048,0.883675,0.880952,0.876836,0.727548,0.908163,0.890674,0.857627,0.880952,0.106,0,0.046875,0,46.875,0,71583,328240,81952,92.857143,52.380952,?,?,?,?,?
feature-envy,6,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.038181,0.145003,8.58501,30.759697,38.56853,3.392508,35.176022,0.918298,0.080774,0.837524,35.069216,0.834981,3815.311225,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.996173,0.997619,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.996173,0.995125,0.946429,0.952381,0.068,0,0.015625,0,15.625,0,117143,328240,81952,100,53.571429,?,?,?,?,?
feature-envy,6,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.029746,0.158993,6.688465,33.727509,38.56853,15.933776,22.634754,0.918298,0.379376,0.538923,35.987135,0.856837,3915.175042,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.96301,0.96433,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.96301,0.960347,0.97271,0.97619,0.029,0,0.03125,0,31.25,0,94121,328240,81952,97.619048,51.190476,?,?,?,?,?
feature-envy,6,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.847458,0.095195,0.288494,21.404725,61.198678,38.56853,43.7521,-5.18357,0.918298,1.041717,-0.123418,29.736812,0.708019,3235.17898,0.892857,25,0,0,1,14,0.107143,3,1,0.892857,0.943396,0.857493,0.946429,0.964286,0.928571,0.035714,0.964286,0.071429,0.941176,0.928571,0.930006,0.857493,0.946429,0.917367,0.923311,0.928571,0.08,0,0.03125,0,31.25,0,60071,328240,81952,92.857143,52.380952,?,?,?,?,?
feature-envy,6,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.038203,0.174946,8.5901,37.111492,38.56853,4.670146,33.898384,0.918298,0.111194,0.807104,34.868549,0.830204,3793.479896,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.997449,0.998768,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.997449,0.997592,0.946429,0.952381,0.077,0,0.03125,0,31.25,0,140045,328240,81952,100,52.380952,?,?,?,?,?
feature-envy,6,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.039059,0.18307,8.782476,38.834945,38.56853,15.759319,22.809211,0.918298,0.375222,0.543076,34.876837,0.830401,3794.381545,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.982143,0.988095,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.982143,0.969841,0.948148,0.952381,0.057,0,0.03125,0,31.25,0,71947,328240,81952,97.619048,51.190476,?,?,?,?,?
feature-envy,6,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.040865,0.162213,9.188592,34.410469,38.56853,4.112123,34.456407,0.918298,0.097908,0.820391,34.714158,0.826528,3776.683143,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,1,1,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,1,1,0.944297,0.952381,0.028,0,0.03125,0,31.25,0,161975,328240,81952,100,53.571429,?,?,?,?,?
feature-envy,6,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.047684,0.194816,10.721824,41.32672,38.56853,16.073184,22.495345,0.918298,0.382695,0.535603,34.228534,0.814965,3723.850244,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.979592,0.98682,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.979592,0.966128,0.946429,0.952381,0.028,0,0.015625,0,15.625,0,116051,328240,81952,97.619048,52.380952,?,?,?,?,?
feature-envy,6,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.068735,0.212615,15.455247,45.10234,38.56853,18.486039,20.082491,0.918298,0.440144,0.478155,32.54316,0.774837,3540.492121,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.97449,0.984524,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.97449,0.958929,0.948148,0.952381,0.117,0,0.03125,0,31.25,0,108181,328240,81952,97.619048,54.761905,?,?,?,?,?
feature-envy,6,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,38,4,0,90.47619,9.52381,0,0.785714,0.074802,0.251223,16.819286,53.292293,38.56853,33.476326,5.092204,0.918298,0.797055,0.121243,31.654054,0.753668,3443.762922,0.928571,26,0.142857,2,0.857143,12,0.071429,2,0.928571,0.928571,0.928571,0.785714,0.941327,0.951241,0.904762,0.119048,0.880952,0.095238,0.904762,0.904762,0.904762,0.785714,0.941327,0.926468,0.892857,0.904762,0.113,0,0.03125,0,31.25,0,130111,328240,81952,95.238095,52.380952,?,?,?,?,?
feature-envy,6,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.069389,0.239843,15.602279,50.878236,38.56853,30.130731,8.437799,0.918298,0.717398,0.2009,32.158105,0.765669,3498.600539,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.943878,0.951204,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.943878,0.929487,0.946429,0.952381,0.044,0,0.03125,0,31.25,0,96305,328240,81952,95.238095,52.380952,?,?,?,?,?
feature-envy,7,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.031134,0.126213,7.000641,26.773859,38.56853,2.766497,35.802033,0.918298,0.065869,0.852429,35.87168,0.854088,3902.614193,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.998724,0.998768,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.998724,0.997592,0.97271,0.97619,0.098,0,0.015625,0,15.625,0,58251,328240,81952,100,53.571429,?,?,?,?,?
feature-envy,7,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.888889,0.040865,0.162213,9.188592,34.410469,38.56853,4.112123,34.456407,0.918298,0.097908,0.820391,34.714158,0.826528,3776.683143,1,28,0.142857,2,0.857143,12,0,0,0.933333,1,0.965517,0.894427,0.997449,0.997619,0.952381,0.095238,0.904762,0.047619,0.955556,0.952381,0.95137,0.894427,0.997449,0.995238,0.944297,0.952381,0.067,0,0.03125,0,31.25,0,94849,328240,81952,100,53.571429,?,?,?,?,?
feature-envy,7,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.041722,0.193015,9.381282,40.944607,38.56853,17.530265,21.038265,0.918298,0.417387,0.500911,34.643431,0.824844,3768.988475,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.982143,0.988095,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.982143,0.969841,0.948148,0.952381,0.026,0,0.03125,0,31.25,0,161247,328240,81952,97.619048,51.190476,?,?,?,?,?
feature-envy,7,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.896552,0.037109,0.176635,8.344103,37.469967,38.56853,15.955011,22.613519,0.918298,0.379881,0.538417,35.074188,0.8351,3815.852107,0.928571,26,0,0,1,14,0.071429,2,1,0.928571,0.962963,0.901388,0.982143,0.988095,0.952381,0.02381,0.97619,0.047619,0.958333,0.952381,0.953086,0.901388,0.982143,0.969841,0.948148,0.952381,0.077,0,0.03125,0,31.25,0,117871,328240,81952,97.619048,51.190476,?,?,?,?,?
feature-envy,7,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.02383,0.122134,5.358177,25.908438,38.56853,2.422046,36.146484,0.918298,0.057668,0.860631,36.399269,0.866649,3960.012626,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.998724,0.998768,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.998724,0.997592,0.97271,0.97619,0.028,0,0.03125,0,31.25,0,140045,328240,81952,100,52.380952,?,?,?,?,?
feature-envy,7,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.842105,0.090419,0.259924,20.330977,55.138093,38.56853,32.553597,6.014933,0.918298,0.775086,0.143213,30.490819,0.725972,3317.210256,0.928571,26,0.071429,1,0.928571,13,0.071429,2,0.962963,0.928571,0.945455,0.843274,0.956633,0.973545,0.928571,0.071429,0.928571,0.071429,0.930864,0.928571,0.929154,0.843274,0.956633,0.933081,0.921003,0.928571,0.06,0,0.03125,0,31.25,0,60799,328240,81952,95.238095,54.761905,?,?,?,?,?
feature-envy,7,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.02383,0.122134,5.358177,25.908438,38.56853,2.422046,36.146484,0.918298,0.057668,0.860631,36.399269,0.866649,3960.012626,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.998724,0.998768,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.998724,0.997592,0.97271,0.97619,0.03,0,0.03125,0,31.25,0,95213,328240,81952,100,52.380952,?,?,?,?,?
feature-envy,7,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,40,2,0,95.238095,4.761905,0,0.892857,0.071388,0.217993,16.051795,46.243119,38.56853,17.911976,20.656554,0.918298,0.426476,0.491823,32.408688,0.771635,3525.862349,0.964286,27,0.071429,1,0.928571,13,0.035714,1,0.964286,0.964286,0.964286,0.892857,0.977041,0.988095,0.952381,0.059524,0.940476,0.047619,0.952381,0.952381,0.952381,0.892857,0.977041,0.963729,0.946429,0.952381,0.108,0,0.046875,0,46.875,0,73403,328240,81952,97.619048,54.761905,?,?,?,?,?
feature-envy,7,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.842105,0.071447,0.244455,16.064968,51.856591,38.56853,33.067055,5.501475,0.918298,0.787311,0.130987,31.924221,0.7601,3473.155372,0.928571,26,0.071429,1,0.928571,13,0.071429,2,0.962963,0.928571,0.945455,0.843274,0.943878,0.951156,0.928571,0.071429,0.928571,0.071429,0.930864,0.928571,0.929154,0.843274,0.943878,0.929456,0.921003,0.928571,0.034,0,0.03125,0,31.25,0,108181,328240,81952,95.238095,52.380952,?,?,?,?,?
feature-envy,7,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.045745,0.183977,10.285813,39.027328,38.56853,15.47371,23.094819,0.918298,0.368422,0.549877,34.464253,0.820577,3749.494983,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.980867,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.980867,0.968367,0.973668,0.97619,0.042,0,0.03125,0,31.25,0,60071,328240,81952,97.619048,52.380952,?,?,?,?,?
feature-envy,8,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.042804,0.141228,9.624651,29.95902,38.56853,3.52828,35.040249,0.918298,0.084007,0.834292,34.826638,0.829206,3788.920226,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.997449,0.997537,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.997449,0.995382,0.97271,0.97619,0.076,0,0.03125,0,31.25,0,127925,328240,81952,100,54.761905,?,?,?,?,?
feature-envy,8,2,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.836364,0.066198,0.249158,14.8847,52.85425,38.56853,32.773933,5.794597,0.918298,0.780332,0.137967,32.422695,0.771969,3527.386238,0.964286,27,0.142857,2,0.857143,12,0.035714,1,0.931034,0.964286,0.947368,0.837611,0.945153,0.953656,0.928571,0.107143,0.892857,0.071429,0.928382,0.928571,0.927875,0.837611,0.945153,0.929553,0.918129,0.928571,0.032,0,0.03125,0,31.25,0,94121,328240,81952,95.238095,51.190476,?,?,?,?,?
feature-envy,8,3,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.031134,0.126213,7.000641,26.773859,38.56853,2.766497,35.802033,0.918298,0.065869,0.852429,35.87168,0.854088,3902.614193,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,0.997449,0.997537,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,0.997449,0.995382,0.97271,0.97619,0.056,0,0.046875,0,46.875,0,94849,328240,81952,100,53.571429,?,?,?,?,?
feature-envy,8,4,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,38,4,0,90.47619,9.52381,0,0.785714,0.102022,0.278892,22.939958,59.161849,38.56853,36.648082,1.920448,0.918298,0.872573,0.045725,29.412864,0.700306,3199.935509,0.928571,26,0.142857,2,0.857143,12,0.071429,2,0.928571,0.928571,0.928571,0.785714,0.933673,0.946595,0.904762,0.119048,0.880952,0.095238,0.904762,0.904762,0.904762,0.785714,0.933673,0.915612,0.892857,0.904762,0.05,0,0.03125,0,31.25,0,117871,328240,81952,95.238095,55.952381,?,?,?,?,?
feature-envy,8,5,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,42,0,0,100,0,0,1,0.013558,0.062052,3.048486,13.163213,38.56853,0.966403,37.602126,0.918298,0.02301,0.895289,37.602126,0.895289,4090.875972,1,28,0,0,1,14,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.029,0,0.03125,0,31.25,0,94849,328240,81952,100,52.380952,?,?,?,?,?
feature-envy,8,6,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.045745,0.183977,10.285813,39.027328,38.56853,15.47371,23.094819,0.918298,0.368422,0.549877,34.622652,0.824349,3766.727779,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.979592,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.979592,0.966911,0.973668,0.97619,0.101,0,0.03125,0,31.25,0,59707,328240,81952,97.619048,52.380952,?,?,?,?,?
feature-envy,8,7,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.945455,0.035662,0.133631,8.018752,28.347456,38.56853,3.246313,35.322216,0.918298,0.077293,0.841005,35.575001,0.847024,3870.337457,1,28,0.071429,1,0.928571,13,0,0,0.965517,1,0.982456,0.946864,1,1,0.97619,0.047619,0.952381,0.02381,0.977011,0.97619,0.975958,0.946864,1,1,0.97271,0.97619,0.029,0,0.03125,0,31.25,0,138953,328240,81952,100,54.761905,?,?,?,?,?
feature-envy,8,8,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.842105,0.060946,0.229639,13.703748,48.713743,38.56853,19.658268,18.910262,0.918298,0.468054,0.450244,32.78225,0.78053,3566.503546,0.928571,26,0.071429,1,0.928571,13,0.071429,2,0.962963,0.928571,0.945455,0.843274,0.978316,0.98682,0.928571,0.071429,0.928571,0.071429,0.930864,0.928571,0.929154,0.843274,0.978316,0.966128,0.921003,0.928571,0.029,0,0.03125,0,31.25,0,139681,328240,81952,97.619048,52.380952,?,?,?,?,?
feature-envy,8,9,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.047582,0.188721,10.698865,40.033798,38.56853,15.912139,22.656391,0.918298,0.37886,0.539438,34.240515,0.81525,3725.153708,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.980867,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.980867,0.968367,0.973668,0.97619,0.042,0.001,0.046875,0,46.875,0,105631,328240,81952,97.619048,52.380952,?,?,?,?,?
feature-envy,8,10,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,39,3,0,92.857143,7.142857,0,0.847458,0.064674,0.244563,14.542023,51.879635,38.56853,33.385894,5.182636,0.918298,0.794902,0.123396,32.546177,0.774909,3540.820287,0.892857,25,0,0,1,14,0.107143,3,1,0.892857,0.943396,0.857493,0.964286,0.97619,0.928571,0.035714,0.964286,0.071429,0.941176,0.928571,0.930006,0.857493,0.964286,0.94246,0.923311,0.928571,0.03,0,0.03125,0,31.25,0,95213,328240,81952,95.238095,51.190476,?,?,?,?,?
feature-envy,9,1,weka.classifiers.meta.AdaBoostM1,'-P 100 -S 1 -I 2 -W weka.classifiers.trees.J48 -- -U -M 2',-1178107808933117974,20170707.1553,378,42,41,1,0,97.619048,2.380952,0,0.947368,0.02381,0.154303,5.353621,32.732627,38.56853,1074,-1035.43147,0.918298,25.571429,-24.65313,36.400497,0.866678,3960.146206,0.964286,27,0,0,1,14,0.035714,1,1,0.964286,0.981818,0.948683,0.982143,0.988095,0.97619,0.011905,0.988095,0.02381,0.977778,0.97619,0.976385,0.948683,0.982143,0.969841,0.973668,0.97619,0.016,0,0.015625,0,15.625,0,57339,328240,81952,97.619048,50,?,?,?,?,?
